fund_id,fund_name,legal_name,fund_manager_id,fund_manager_name,strategy,sub_strategy,vintage_year,domicile,base_currency,fund_size,fund_size_currency,first_close_date,final_close_date,termination_date,fund_status,provenance_type,source_document_id,source_page,source_anchor,synthetic_parameter_set_id,record_status,created_at
FUND_0403,"Carlyle Europe Partners IV, L.P.","Carlyle Europe Partners IV, L.P.",,The Carlyle Group,Secondary Investments,Multi-Strategy,2024,,USD,584780650.653657,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / Carlyle Europe Partners IV, L.P. / Cost",,ACTIVE,
FUND_0404,"Carlyle Europe Partners V - EU, S.C.Sp.","Carlyle Europe Partners V - EU, S.C.Sp.",,The Carlyle Group,Secondary Investments,Multi-Strategy,2003,,USD,583024524.580927,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / Carlyle Europe Partners V - EU, S.C.Sp. / Cost",,ACTIVE,
FUND_0405,"Carlyle Infrastructure Partners, L.P.","Carlyle Infrastructure Partners, L.P.",,The Carlyle Group,Infrastructure,Infrastructure,2015,,USD,192618660.442600,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Carlyle Infrastructure Partners, L.P. / Ending Market Value (MM)",,ACTIVE,
FUND_0406,"Carlyle Partners V, L.P.","Carlyle Partners V, L.P.",,The Carlyle Group,Secondary Investments,Multi-Strategy,2001,,USD,402395002.866569,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / Carlyle Partners V, L.P. / Cost",,ACTIVE,
FUND_0407,"Carlyle Partners VII, L.P.","Carlyle Partners VII, L.P.",,The Carlyle Group,Secondary Investments,Multi-Strategy,2017,,USD,491722059.677615,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / Carlyle Partners VII, L.P. / Cost",,ACTIVE,
FUND_0408,"Carlyle Partners VIII, L.P.","Carlyle Partners VIII, L.P.",,The Carlyle Group,Secondary Investments,Multi-Strategy,2003,,USD,366352640.432708,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / Carlyle Partners VIII, L.P. / Cost",,ACTIVE,
FUND_0409,"Carlyle Property Investors, L.P.","Carlyle Property Investors, L.P.",,The Carlyle Group,Real Estate,Diversified Real Estate,2023,,USD,231734127.374123,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,"Real Estate Portfolio / Carlyle Property Investors, L.P. / Capital Commitment",,ACTIVE,
FUND_0410,"Carlyle US Equity Opportunity Fund II, L.P.","Carlyle US Equity Opportunity Fund II, L.P.",,The Carlyle Group,Secondary Investments,Multi-Strategy,2001,,USD,308670635.516809,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / Carlyle US Equity Opportunity Fund II, L.P. / Cost",,ACTIVE,
FUND_0411,"CB Offshore CF I, Limited Partnership","CB Offshore CF I, Limited Partnership",,Charlesbank Capital Partners LLC,Secondary Investments,Multi-Strategy,2011,,USD,164047817.317369,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / CB Offshore CF I, Limited Partnership / Cost",,ACTIVE,
FUND_0412,CBRE Strategic Partners US Value Fund 5,CBRE Strategic Partners US Value Fund 5,,CBRE Investment Management,Diversified Alternatives,Multi-Strategy,2008,,USD,156409810.118825,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,Real Estate Portfolio / CBRE Strategic Partners US Value Fund 5 / Capital Commitment,,ACTIVE,
FUND_0413,CBRE Strategic Partners US Value Fund 6,CBRE Strategic Partners US Value Fund 6,,CBRE Investment Management,Diversified Alternatives,Multi-Strategy,2012,,USD,412670223.717512,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,Real Estate Portfolio / CBRE Strategic Partners US Value Fund 6 / Capital Commitment,,ACTIVE,
FUND_0414,CCF II Industrial,CCF II Industrial,,,Diversified Alternatives,Multi-Strategy,2016,,USD,166428679.029866,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership) / CCF II Industrial / 1-Yr Total Return,,ACTIVE,
FUND_0415,CCF III Industrial,CCF III Industrial,,,Diversified Alternatives,Multi-Strategy,2012,,USD,518401983.123055,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership) / CCF III Industrial / 1-Yr Total Return,,ACTIVE,
FUND_0416,"CCF III, LLC","CCF III, LLC",,Canyon Partners Real Estate,Diversified Alternatives,Multi-Strategy,2017,,USD,473207825.855409,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / CCF III, LLC / 1-Yr Total Return",,ACTIVE,
FUND_0417,CCP 2020,CCP 2020,,,Diversified Alternatives,Multi-Strategy,2017,,USD,429098901.393144,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership) / CCP 2020 / 1-Yr Total Return,,ACTIVE,
FUND_0418,CCP Climb LP,CCP Climb LP,,,Secondary Investments,Multi-Strategy,2005,,USD,327942444.870055,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,Consolidated Schedule of Investments / CCP Climb LP / Cost,,ACTIVE,
FUND_0419,CCP Strider LP,CCP Strider LP,,,Secondary Investments,Multi-Strategy,2019,,USD,228621828.458687,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,Consolidated Schedule of Investments / CCP Strider LP / Cost,,ACTIVE,
FUND_0420,"CD&R Value Building Partners I, L.P.","CD&R Value Building Partners I, L.P.",,"Clayton, Dubilier & Rice",Secondary Investments,Multi-Strategy,2000,,USD,469469765.335165,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / CD&R Value Building Partners I, L.P. / Cost",,ACTIVE,
FUND_0421,"CDRF8 Private Investors, LLC","CDRF8 Private Investors, LLC",,"Clayton, Dubilier & Rice",Secondary Investments,Multi-Strategy,2023,,USD,346357539.412932,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / CDRF8 Private Investors, LLC / Cost",,ACTIVE,
FUND_0422,"Centerbridge Seaport Acquisition Fund, L.P.","Centerbridge Seaport Acquisition Fund, L.P.",,"Centerbridge Partners, L.P.",Secondary Investments,Multi-Strategy,2021,,USD,340337598.050507,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / Centerbridge Seaport Acquisition Fund, L.P. / Cost",,ACTIVE,
FUND_0423,"Cerberus Institutional Partners, L.P. - Series Four","Cerberus Institutional Partners, L.P. - Series Four",,"Cerberus Capital Management, L.P.",Secondary Investments,Multi-Strategy,2013,,USD,555036770.456496,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / Cerberus Institutional Partners, L.P. - Series Four / Cost",,ACTIVE,
FUND_0424,"Charlesbank Equity Fund VIII, Limited Partnership","Charlesbank Equity Fund VIII, Limited Partnership",,Charlesbank Capital Partners,Secondary Investments,Multi-Strategy,2013,,USD,332239968.332712,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / Charlesbank Equity Fund VIII, Limited Partnership / Cost",,ACTIVE,
FUND_0425,Charterhouse Capital Partners IX,Charterhouse Capital Partners IX,,Charterhouse Capital Partners LLP,Secondary Investments,Multi-Strategy,2023,,USD,534614761.016199,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,Consolidated Schedule of Investments / Charterhouse Capital Partners IX / Fair Value,,ACTIVE,
FUND_0426,"CHP III, L.P.","CHP III, L.P.",,,Secondary Investments,Multi-Strategy,2019,,USD,201565327.496121,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / CHP III, L.P. / Cost",,ACTIVE,
FUND_0427,"CI Capital Investors III, L.P.","CI Capital Investors III, L.P.",,CI Capital Partners LLC,Secondary Investments,Multi-Strategy,2021,,USD,414379070.920439,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / CI Capital Investors III, L.P. / Cost",,ACTIVE,
FUND_0428,"CIM Fund III, L.P.","CIM Fund III, L.P.",,CIM Group,Diversified Alternatives,Multi-Strategy,2009,,USD,400286660.683942,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / CIM Fund III, L.P. / 1-Yr Total Return",,ACTIVE,
FUND_0429,"CIM Infrastructure Fund, L.P.","CIM Infrastructure Fund, L.P.",,CIM Group,Infrastructure,Infrastructure,2014,,USD,260028660.637330,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / CIM Infrastructure Fund, L.P. / 1-Yr Total Return",,ACTIVE,
FUND_0431,Clarion (Non Mandate),Clarion (Non Mandate),,Clarion Partners,Diversified Alternatives,Multi-Strategy,2016,,USD,306366971.924450,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,3,Separate Accounts / Clarion (Non Mandate) / Fair Market Value,,ACTIVE,
FUND_0432,Clarion Columbia Office Properties,Clarion Columbia Office Properties,,Clarion Partners,Diversified Alternatives,Multi-Strategy,2006,,USD,442817482.353283,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,3,Separate Accounts / Clarion Columbia Office Properties / Fair Market Value,,ACTIVE,
FUND_0433,Clarion Holding,Clarion Holding,,Clarion Partners,Diversified Alternatives,Multi-Strategy,2000,,USD,206880532.417178,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,3,Separate Accounts / Clarion Holding / Fair Market Value,,ACTIVE,
FUND_0434,"Clayton, Dubilier & Rice Fund IX, L.P.","Clayton, Dubilier & Rice Fund IX, L.P.",,"Clayton, Dubilier & Rice",Secondary Investments,Multi-Strategy,2006,,USD,441428666.259258,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / Clayton, Dubilier & Rice Fund IX, L.P. / Cost",,ACTIVE,
FUND_0435,"Clayton, Dubilier & Rice Fund X, L.P.","Clayton, Dubilier & Rice Fund X, L.P.",,"Clayton, Dubilier & Rice",Secondary Investments,Multi-Strategy,2011,,USD,307650979.099884,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / Clayton, Dubilier & Rice Fund X, L.P. / Cost",,ACTIVE,
FUND_0436,"Clearlake Capital Partners III, L.P.","Clearlake Capital Partners III, L.P.",,"Clearlake Capital Group, L.P.",Secondary Investments,Multi-Strategy,2007,,USD,173757650.734293,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / Clearlake Capital Partners III, L.P. / Cost",,ACTIVE,
FUND_0437,"Clearlake Capital Partners IV, L.P.","Clearlake Capital Partners IV, L.P.",,"Clearlake Capital Group, L.P.",Secondary Investments,Multi-Strategy,2014,,USD,294912554.658931,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / Clearlake Capital Partners IV, L.P. / Cost",,ACTIVE,
FUND_0438,"Clearlake Capital Partners VI, L.P.","Clearlake Capital Partners VI, L.P.",,"Clearlake Capital Group, L.P.",Secondary Investments,Multi-Strategy,2016,,USD,177463456.559564,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / Clearlake Capital Partners VI, L.P. / Cost",,ACTIVE,
FUND_0439,"Clearlake Capital Partners VII (USTE), L.P.","Clearlake Capital Partners VII (USTE), L.P.",,"Clearlake Capital Group, L.P.",Primary Investments,Multi-Strategy,2015,,USD,310206931.474134,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,"Consolidated Schedule of Investments / Clearlake Capital Partners VII (USTE), L.P. / Cost",,ACTIVE,
FUND_0440,"Clearlake Opportunities Partners (P-Offshore), L.P.","Clearlake Opportunities Partners (P-Offshore), L.P.",,"Clearlake Capital Group, L.P.",Secondary Investments,Multi-Strategy,2014,,USD,389948326.247887,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / Clearlake Opportunities Partners (P-Offshore), L.P. / Cost",,ACTIVE,
FUND_0441,Cliffwood,Cliffwood,,Cliffwood Partners LLC,Diversified Alternatives,Multi-Strategy,2001,,USD,430118658.205336,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,3,REITS / Cliffwood / Fair Market Value,,ACTIVE,
FUND_0442,Clift,Clift,,,Diversified Alternatives,Multi-Strategy,2004,,USD,474872639.999365,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,Real Estate Portfolio / Clift / Capital Commitment,,ACTIVE,
FUND_0443,Cohen & Steers,Cohen & Steers,,"Cohen & Steers Capital Management, Inc.",Diversified Alternatives,Multi-Strategy,2000,,USD,479248806.935873,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,3,REITS / Cohen & Steers / Fair Market Value,,ACTIVE,
FUND_0444,"Coller International Partners VI, L.P.","Coller International Partners VI, L.P.",,Coller Capital,Secondary Investments,Multi-Strategy,2020,,USD,307254777.636720,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / Coller International Partners VI, L.P. / Cost",,ACTIVE,
FUND_0445,"Comvest Capital III International (Cayman), L.P.","Comvest Capital III International (Cayman), L.P.",,Comvest Partners,Secondary Investments,Multi-Strategy,2006,,USD,219794913.354208,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / Comvest Capital III International (Cayman), L.P. / Cost",,ACTIVE,
FUND_0446,"Concession Investment Holdings, LLC","Concession Investment Holdings, LLC",,IFM Investors Pty Ltd,Diversified Alternatives,Multi-Strategy,2009,,USD,313079299.502628,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Concession Investment Holdings, LLC / 1-Yr Total Return",,ACTIVE,
FUND_0447,Core Property Index Trust,Core Property Index Trust,,"IDR Investment Management, LLC",Real Estate,Diversified Real Estate,2012,,USD,240080837.029585,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership) / Core Property Index Trust / Ending Market Value (MM),,ACTIVE,
FUND_0448,"Corsair IV Financial Services Capital Partners, L.P.","Corsair IV Financial Services Capital Partners, L.P.",,Corsair Capital,Secondary Investments,Multi-Strategy,2017,,USD,357273960.735307,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / Corsair IV Financial Services Capital Partners, L.P. / Cost",,ACTIVE,
FUND_0449,"Corsair V Financial Services Capital Partners, L.P.","Corsair V Financial Services Capital Partners, L.P.",,Corsair Capital,Secondary Investments,Multi-Strategy,2018,,USD,182173070.481052,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / Corsair V Financial Services Capital Partners, L.P. / Cost",,ACTIVE,
FUND_0450,"Court Square Capital Partners (Offshore) III, L.P.","Court Square Capital Partners (Offshore) III, L.P.",,"Court Square Capital Management, L.P.",Secondary Investments,Multi-Strategy,2003,,USD,233158380.159914,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / Court Square Capital Partners (Offshore) III, L.P. / Cost",,ACTIVE,
FUND_0451,"CP VII Investors, L.P.","CP VII Investors, L.P.",,,Secondary Investments,Multi-Strategy,2011,,USD,272798295.675772,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / CP VII Investors, L.P. / Cost",,ACTIVE,
FUND_0452,"Crestview Partners II, L.P.","Crestview Partners II, L.P.",,Crestview Partners,Secondary Investments,Multi-Strategy,2016,,USD,230086015.214286,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / Crestview Partners II, L.P. / Cost",,ACTIVE,
FUND_0453,"Crow Holdings Realty Fund VII, LP","Crow Holdings Realty Fund VII, LP",,Crow Holdings Capital,Real Estate,Diversified Real Estate,2016,,USD,406556824.940354,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC457,11,"Management Fees / Crow Holdings Realty Fund VII, LP / Q4 2020 QTD",,ACTIVE,
FUND_0454,"Crow Holdings Realty Partners IX, L.P.","Crow Holdings Realty Partners IX, L.P.",,Crow Holdings Capital,Value-Added,Diversified Real Estate,2018,,USD,189541289.365906,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC457,3,"Year-to-Date Commitments / Commitment / Crow Holdings Realty Partners IX, L.P.",,ACTIVE,
FUND_0455,"Crow Holdings Realty Partners VII, L.P.","Crow Holdings Realty Partners VII, L.P.",,Crow Holdings Capital,Value Add,Diversified Real Estate,2005,,USD,447796536.660736,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC457,9,"Investment Detail / Crow Holdings Realty Partners VII, L.P. / 1 Year",,ACTIVE,
FUND_0456,"Crow Retail Fund II, L.P.","Crow Retail Fund II, L.P.",,Crow Holdings Capital,Value Add,Multi-Strategy,2007,,USD,446935313.284990,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC457,9,"Investment Detail / Crow Retail Fund II, L.P. / 1 Year",,ACTIVE,
FUND_0457,Cube Infrastructure Fund III,Cube Infrastructure Fund III,,Cube Infrastructure Managers,Infrastructure,Infrastructure,2021,,USD,198665501.279797,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC060,1,Alternatives Portfolio / Cube Infrastructure Fund III / Capital Commitment,,ACTIVE,
FUND_0458,Cube Salem Co-Investment,Cube Salem Co-Investment,,Cube Infrastructure Managers,Diversified Alternatives,Multi-Strategy,2022,,USD,453727526.893858,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC060,1,Alternatives Portfolio / Cube Salem Co-Investment / Capital Commitment,,ACTIVE,
FUND_0459,CVC Capital Partners VI (A) L.P.,CVC Capital Partners VI (A) L.P.,,CVC Capital Partners,Secondary Investments,Multi-Strategy,2021,,USD,324115840.009269,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,Consolidated Schedule of Investments / CVC Capital Partners VI (A) L.P. / Cost,,ACTIVE,
FUND_0460,CVC Capital Partners VI (B) L.P.,CVC Capital Partners VI (B) L.P.,,CVC Capital Partners,Secondary Investments,Multi-Strategy,2013,,USD,473502060.814278,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,Consolidated Schedule of Investments / CVC Capital Partners VI (B) L.P. / Cost,,ACTIVE,
FUND_0461,CVC Capital Partners VII (A) L.P.,CVC Capital Partners VII (A) L.P.,,CVC Capital Partners,Secondary Investments,Multi-Strategy,2013,,USD,407858024.563123,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,Consolidated Schedule of Investments / CVC Capital Partners VII (A) L.P. / Cost,,ACTIVE,
FUND_0462,CVC European Equity Partners V (A) L.P.,CVC European Equity Partners V (A) L.P.,,CVC Capital Partners,Secondary Investments,Buyout,2003,,USD,214274536.006042,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,Consolidated Schedule of Investments / CVC European Equity Partners V (A) L.P. / Cost,,ACTIVE,
FUND_0463,CVC European Equity Partners V (C) L.P.,CVC European Equity Partners V (C) L.P.,,CVC Capital Partners,Secondary Investments,Buyout,2012,,USD,263348789.189448,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,Consolidated Schedule of Investments / CVC European Equity Partners V (C) L.P. / Cost,,ACTIVE,
FUND_0464,"DB SAF C Strategic Partners, LP","DB SAF C Strategic Partners, LP",,DigitalBridge,Diversified Alternatives,Multi-Strategy,2009,,USD,195178491.182831,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / DB SAF C Strategic Partners, LP / Ending Market Value (MM)",,ACTIVE,
FUND_0465,"DCM V, L.P.","DCM V, L.P.",,DCM Ventures,Secondary Investments,Multi-Strategy,2021,,USD,446718705.540118,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / DCM V, L.P. / Cost",,ACTIVE,
FUND_0466,"DCM VI, L.P.","DCM VI, L.P.",,DCM Ventures,Secondary Investments,Multi-Strategy,2024,,USD,529325498.329488,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,3,"Consolidated Schedule of Investments / DCM VI, L.P. / Cost",,ACTIVE,
FUND_0467,"DCP C Strategic Partners, LP","DCP C Strategic Partners, LP",,DigitalBridge,Diversified Alternatives,Multi-Strategy,2013,,USD,430647148.765923,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / DCP C Strategic Partners, LP / 1-Yr Total Return",,ACTIVE,
FUND_0468,Digital Colony Partners,Digital Colony Partners,,"Digital Colony Management, LLC",Diversified Alternatives,Multi-Strategy,2018,,USD,450946247.797486,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC060,1,Alternatives Portfolio / Digital Colony Partners / Capital Commitment,,ACTIVE,
FUND_0469,"DigitalBridge Partners II, LP","DigitalBridge Partners II, LP",,DigitalBridge Investment Management,Diversified Alternatives,Multi-Strategy,2010,,USD,263476116.903274,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / DigitalBridge Partners II, LP / 1-Yr Total Return",,ACTIVE,
FUND_0470,"DigitalBridge Strategic Assets Fund, LP","DigitalBridge Strategic Assets Fund, LP",,DigitalBridge Investment Management,Diversified Alternatives,Multi-Strategy,2006,,USD,476188875.182416,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / DigitalBridge Strategic Assets Fund, LP / Ending Market Value (MM)",,ACTIVE,
FUND_0471,"DivcoWest Fund IV REIT, L.P.","DivcoWest Fund IV REIT, L.P.",,DivcoWest,Diversified Alternatives,Multi-Strategy,2014,,USD,374385565.864795,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,"Real Estate Portfolio / DivcoWest Fund IV REIT, L.P. / Capital Commitment",,ACTIVE,
FUND_0472,DivcoWest Fund V,DivcoWest Fund V,,DivcoWest,Diversified Alternatives,Multi-Strategy,2016,,USD,253680278.212459,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,Real Estate Portfolio / DivcoWest Fund V / Capital Commitment,,ACTIVE,
