fund_period_id,fund_id,lp_id,lp_name,share_class_name,date_role,date_raw,date_precision,as_of_date,report_date,period_start_date,period_end_date,effective_date,perspective,currency,commitment,paid_in_capital_itd,distributions_itd,nav,unfunded_commitment,recallable_distributions_itd,dpi,rvpi,tvpi,reported_irr,calculated_irr,beginning_nav,contributions_period,distributions_period,realized_gain_period,unrealized_gain_period,net_income_period,management_fee_period,other_expenses_period,ending_nav,period_return,benchmark_return,fund_size,vintage_year,strategy,sub_strategy,provenance_type,source_document_id,source_page,source_anchor,formula_id,input_observation_ids,synthetic_parameter_set_id,defect_expected,record_status
FPRINT_DB903508BB125D4C3F0A,FUND_0037,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,1500000.000000,1500000.000000,2359274.000000,1920321.000000,0.000000,0.000000,1.5728493333,1.2802140000,2.8530633333,,0.1079297912,1766695.320000,45000.000000,94370.960000,139038.271160,48008.025000,21200.343840,4500.000000,750.000000,1920321.000000,0.1149018949,0.2038617761,596668007.310059,2011,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_71120069308751463D42,FUND_0038,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,1500000.000000,1500000.000000,941364.000000,605254.000000,0.000000,0.000000,0.6275760000,0.4035026667,1.0310786667,,0.0032545223,556833.680000,45000.000000,37654.560000,24511.525840,15131.350000,6682.004160,4500.000000,750.000000,605254.000000,0.0737650783,0.2038617761,245162307.528227,2012,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_1A1AD67EB9C053F18971,FUND_0039,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,1500000.000000,1500000.000000,109684.000000,5496437.000000,0.000000,0.000000,0.0731226667,3.6642913333,3.7374140000,,0.1307712380,5056722.040000,45000.000000,4387.360000,206260.730520,137410.925000,60680.664480,4500.000000,750.000000,5496437.000000,0.0789251054,0.2038617761,292205078.312682,2013,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_880D227514E7DD28D304,FUND_0040,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,1500000.000000,1500000.000000,1908054.000000,1719155.000000,0.000000,0.000000,1.2720360000,1.1461033333,2.4181393333,,0.1119221984,1581622.600000,45000.000000,76322.160000,112146.213800,42978.875000,18979.471200,4500.000000,750.000000,1719155.000000,0.1067603359,0.2038617761,423343907.677238,2014,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_7E240A9546215C7AC2A1,FUND_0041,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,1500000.000000,1500000.000000,176438.000000,3846459.000000,0.000000,0.000000,0.1176253333,2.5643060000,2.6819313333,,0.1155469107,3538742.280000,45000.000000,7057.520000,136397.857640,96161.475000,42464.907360,4500.000000,750.000000,3846459.000000,0.0762344976,0.2038617761,313330596.400634,2015,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_6B0046ED15B000BAF20A,FUND_0042,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,1500000.000000,1500000.000000,817089.000000,6000000.000000,0.000000,0.000000,0.5447260000,4.0000000000,4.5447260000,,0.2067241735,5520000.000000,45000.000000,32683.560000,256693.560000,150000.000000,66240.000000,4500.000000,750.000000,6000000.000000,0.0847252826,0.2038617761,256946415.619246,2016,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_E1B1687815A57B66FB47,FUND_0043,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,1500000.000000,1500000.000000,15000.000000,3282386.000000,0.000000,0.000000,0.0100000000,2.1882573333,2.1982573333,,0.1103460162,3019795.120000,45000.000000,600.000000,105143.688560,82059.650000,36237.541440,4500.000000,750.000000,3282386.000000,0.0722535375,0.2038617761,453696716.628966,2017,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_EF83CF7C7B4BF4D22D8F,FUND_0044,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,7500000.000000,5700000.000000,479097.000000,7490738.000000,1800000.000000,0.000000,0.0840521053,1.3141645614,1.3982166667,,0.0522922340,6891478.960000,171000.000000,19163.880000,203706.722480,187268.450000,82697.747520,22500.000000,3750.000000,7490738.000000,0.0649240784,0.2038617761,516252225.013128,2018,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_606A21C940E1AFE4597B,FUND_0045,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,7000000.000000,7000000.000000,6209668.000000,18311665.000000,0.000000,0.000000,0.8870954286,2.6159521429,3.5030475714,,0.0870951063,16846731.800000,210000.000000,248386.720000,867867.513400,457791.625000,202160.781600,21000.000000,3500.000000,18311665.000000,0.0892351073,0.2038617761,272721399.920316,2006,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_E96834D3647CD9C44A85,FUND_0046,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,4333940.000000,43339.400000,9101859.000000,666060.000000,0.000000,0.0100000000,2.1001349811,2.1101349811,,0.0939299069,8373710.280000,130018.200000,1733.576000,289333.097640,227546.475000,100484.523360,15000.000000,2500.000000,9101859.000000,0.0716365955,0.2038617761,447645934.865568,2016,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_5A6F723360428F364F90,FUND_0047,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,1371567.000000,13715.670000,1269537.000000,3628433.000000,0.000000,0.0100000000,0.9256106337,0.9356106337,,-0.0113090380,1167974.040000,41147.010000,548.626800,32710.463320,31738.425000,14015.688480,15000.000000,2500.000000,1269537.000000,0.0521968594,0.2038617761,492825522.697886,2019,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_8392F7F57AB8FA217114,FUND_0048,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,5000000.000000,2276490.000000,4114064.000000,0.000000,0.000000,0.4552980000,0.8228128000,1.2781108000,,0.0226623325,3784938.880000,150000.000000,91059.600000,139413.853440,102851.600000,45419.266560,15000.000000,2500.000000,4114064.000000,0.0713841699,0.2038617761,574627811.426853,2011,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_79C82BFD346A40B58521,FUND_0049,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,750000.000000,7500.000000,694288.000000,4250000.000000,0.000000,0.0100000000,0.9257173333,0.9357173333,,-0.0130216278,638744.960000,22500.000000,300.000000,25820.900480,17357.200000,7664.939520,15000.000000,2500.000000,694288.000000,0.0522008659,0.2038617761,464049333.134954,2020,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_5143B75DEBF6E735D05B,FUND_0050,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,4718038.000000,2562843.000000,550976.000000,281962.000000,0.000000,0.5432010086,0.1167807466,0.6599817551,,-0.0386747036,506897.920000,141541.140000,102513.720000,2693.484960,13774.400000,6082.775040,15000.000000,2500.000000,550976.000000,0.0099638602,0.2038617761,571303238.107028,2009,Venture Capital,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_B497F1E374BAE92E7293,FUND_0051,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,750000.000000,750000.000000,337174.000000,37500.000000,0.000000,0.000000,0.4495653333,0.0500000000,0.4995653333,,-0.0738507168,34500.000000,22500.000000,13486.960000,-4739.540000,937.500000,414.000000,2250.000000,375.000000,37500.000000,-0.1742910145,0.2038617761,445907462.827276,2011,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_B176FF36A8E58FCDFD14,FUND_0052,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,1250000.000000,1250000.000000,1813393.000000,1790063.000000,0.000000,0.000000,1.4507144000,1.4320504000,2.8827648000,,0.1346433440,1646857.960000,37500.000000,72535.720000,118101.889480,44751.575000,19762.295520,3750.000000,625.000000,1790063.000000,0.1082308033,0.2038617761,596884042.650759,2014,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_818360CF9D82830BEDAE,FUND_0053,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,2000000.000000,1958262.892297,35553.727721,1692363.252914,41737.107703,0.000000,0.0181557481,0.8642165766,0.8823723247,,-0.0187446232,1556974.192681,58747.886769,1422.149109,24070.550938,42309.081323,18683.690312,6000.000000,1000.000000,1692363.252914,0.0501378398,0.2038617761,239017960.365636,2018,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_E4C1FFFEED2A3E4ABC03,FUND_0054,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,250000.000000,245000.000000,7750.316656,237115.856555,5000.000000,0.000000,0.0316339455,0.9678198227,0.9994537682,,-0.0000827328,218146.588030,7350.000000,310.012666,4258.625720,5927.896414,2617.759056,750.000000,125.000000,237115.856555,0.0546847021,0.2038617761,241876567.479492,2018,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_66149679BBDC211B534D,FUND_0055,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,1282401.000000,12824.010000,1169932.000000,3717599.000000,0.000000,0.0100000000,0.9122981033,0.9222981033,,-0.0158340738,1076337.440000,38472.030000,512.960400,30971.141120,29248.300000,12916.049280,15000.000000,2500.000000,1169932.000000,0.0516896359,0.2038617761,363443679.440923,2020,Venture Capital,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_0A8090A0594D31C2D25A,FUND_0056,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,2000000.000000,1968281.000000,1962279.000000,98414.050000,31719.000000,0.000000,0.9969506387,0.0500000000,1.0469506387,,0.0035616445,90540.926000,59048.430000,78491.160000,30769.011638,2460.351250,1086.491112,6000.000000,1000.000000,98414.050000,0.3016962075,0.2038617761,576504752.944507,2004,Buyout,Buyout,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_FB28D47E2D0CCBB58A91,FUND_0057,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,4471233.000000,3885926.000000,1237969.000000,528767.000000,0.000000,0.8690949454,0.2768741866,1.1459691320,,0.0120203293,1138931.480000,134136.990000,155437.040000,93221.167240,30949.225000,13667.177760,15000.000000,2500.000000,1237969.000000,0.1056583053,0.2038617761,308821092.204946,2008,Buyout,Buyout,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_F28DC679BE9A4EFC4F64,FUND_0058,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,3000000.000000,2700000.000000,428886.000000,2487116.000000,300000.000000,0.000000,0.1588466667,0.9211540741,1.0800007407,,0.0108307834,2288146.720000,81000.000000,17155.440000,55989.059360,62177.900000,27457.760640,9000.000000,1500.000000,2487116.000000,0.0590542201,0.2038617761,575096082.273608,2017,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_9D2834FF50BC57A46870,FUND_0059,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,500000.000000,500000.000000,104687.000000,1515149.000000,0.000000,0.000000,0.2093740000,3.0302980000,3.2396720000,,0.1279845804,1393937.080000,15000.000000,4187.480000,57543.430040,37878.725000,16727.244960,1500.000000,250.000000,1515149.000000,0.0791997010,0.2038617761,380534275.329731,2014,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_E61AAB6B658FC1755F44,FUND_0060,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,6500000.000000,6500000.000000,65000.000000,325000.000000,0.000000,0.000000,0.0100000000,0.0500000000,0.0600000000,,-0.1359940524,299000.000000,195000.000000,2600.000000,-155363.000000,8125.000000,3588.000000,19500.000000,3250.000000,325000.000000,-0.5565217391,0.2038617761,566128961.760014,2000,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_B72590EE14A94CD41C2C,FUND_0061,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,1256760.000000,12567.600000,1149112.000000,3743240.000000,0.000000,0.0100000000,0.9143448232,0.9243448232,,-0.0182078288,1057183.040000,37702.800000,502.704000,30814.867520,28727.800000,12686.196480,15000.000000,2500.000000,1149112.000000,0.0517685793,0.2038617761,292814547.607248,2021,Buyout,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_96DF3037B8CFE5BC43A0,FUND_0062,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,1369921.000000,1369921.000000,13699.210000,68496.050000,0.000000,0.000000,0.0100000000,0.0500000000,0.0600000000,,-0.1313863900,63016.366000,41097.630000,547.968400,-32743.851742,1712.401250,756.196392,4109.763000,684.960500,68496.050000,-0.5565217391,0.2038617761,570564314.632904,1999,Mezzanine,Direct Lending,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_D6BD1E4D8B3F8EE04950,FUND_0063,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,500000.000000,500000.000000,12291.000000,25000.000000,0.000000,0.000000,0.0245820000,0.0500000000,0.0745820000,,-0.1458188338,23000.000000,15000.000000,491.640000,-11659.360000,625.000000,276.000000,1500.000000,250.000000,25000.000000,-0.5438417391,0.2038617761,220073789.607426,2003,Venture Capital,Natural Resources,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_D916D0DE830170461BF7,FUND_0064,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,5000000.000000,960952.000000,250000.000000,0.000000,0.000000,0.1921904000,0.0500000000,0.2421904000,,-0.0812084049,230000.000000,150000.000000,38438.080000,-83071.920000,6250.000000,2760.000000,15000.000000,2500.000000,250000.000000,-0.3980953043,0.2038617761,572168863.551866,1999,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_5DF70F198A75BE0C0EAF,FUND_0065,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,1597187.000000,187826.000000,1201462.000000,3402813.000000,0.000000,0.1175980020,0.7522362754,0.8698342774,,-0.0332150374,1105345.040000,47915.610000,7513.040000,29913.699520,30036.550000,13264.140480,15000.000000,2500.000000,1201462.000000,0.0504045235,0.2038617761,448347273.563238,2021,Natural Resources,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_AAA183E649A2319CA6BE,FUND_0066,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,4450000.000000,5203442.000000,222500.000000,550000.000000,0.000000,1.1693128090,0.0500000000,1.2193128090,,0.0189092260,204700.000000,133500.000000,208137.680000,101918.780000,5562.500000,2456.400000,15000.000000,2500.000000,222500.000000,0.4515763556,0.2038617761,419273460.100478,2008,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_4102CFE90BBFC36C10BB,FUND_0067,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,4500000.000000,4404839.000000,4999682.000000,6123509.000000,95161.000000,0.000000,1.1350430742,1.3901777114,2.5252207856,,0.1378358918,5633628.280000,132145.170000,199987.280000,352781.565640,153087.725000,67603.539360,13500.000000,2250.000000,6123509.000000,0.0989988693,0.2038617761,272771490.438420,2016,Growth Equity,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_D479800DD73B8B67769C,FUND_0068,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,3349988.000000,33499.880000,4624974.000000,1650012.000000,0.000000,0.0100000000,1.3805941991,1.3905941991,,0.0575677819,4254976.080000,100499.640000,1339.995200,121654.212240,115624.350000,51059.712960,15000.000000,2500.000000,4624974.000000,0.0636521264,0.2038617761,253901337.389415,2019,Growth Equity,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_03C6832E8E06B35A9B55,FUND_0069,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,2000000.000000,600000.000000,6000.000000,442191.000000,1400000.000000,0.000000,0.0100000000,0.7369850000,0.7469850000,,-0.0561407764,406815.720000,18000.000000,240.000000,8678.716360,11054.775000,4881.788640,6000.000000,1000.000000,442191.000000,0.0433003916,0.2038617761,370521298.755887,2020,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_C6229658C12682330593,FUND_0070,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,3000000.000000,1420883.000000,14208.830000,1455667.000000,1579117.000000,0.000000,0.0100000000,1.0244805519,1.0344805519,,0.0057996358,1339213.640000,42626.490000,568.353200,32432.984520,36391.675000,16070.563680,9000.000000,1500.000000,1455667.000000,0.0555514228,0.2038617761,239725196.046402,2019,Growth Equity,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_596FDA28839425C29580,FUND_0071,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5000000.000000,5000000.000000,4641499.000000,6079280.000000,0.000000,0.000000,0.9282998000,1.2158560000,2.1441558000,,0.0855980837,5592937.600000,150000.000000,185659.960000,320405.108800,151982.000000,67115.251200,15000.000000,2500.000000,6079280.000000,0.0933324126,0.2038617761,530769726.731991,2013,Venture Capital,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_F88085AE67DE7C0097A3,FUND_0072,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,7500000.000000,4312500.000000,43125.000000,5948578.000000,3187500.000000,0.000000,0.0100000000,1.3793804058,1.3893804058,,0.0504493143,5472691.760000,129375.000000,1725.000000,160099.488880,148714.450000,65672.301120,22500.000000,3750.000000,5948578.000000,0.0636316196,0.2038617761,589887739.947683,2018,Venture Capital,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_EB038EA2176A134B2B64,FUND_0073,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,1000000.000000,800000.000000,8000.000000,567255.000000,200000.000000,0.000000,0.0100000000,0.7090687500,0.7190687500,,-0.0436658843,521874.600000,24000.000000,320.000000,4756.529800,14181.375000,6262.495200,3000.000000,500.000000,567255.000000,0.0415816367,0.2038617761,317898663.081667,2017,Venture Capital,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_80E1AADA11E75C3D8421,FUND_0074,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,500000.000000,500000.000000,432805.000000,252561.000000,0.000000,0.000000,0.8656100000,0.5051220000,1.3707320000,,0.0320933616,232356.120000,15000.000000,17312.200000,15164.781560,6314.025000,2788.273440,1500.000000,250.000000,252561.000000,0.0969076261,0.2038617761,301289123.882818,2011,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_6886DC571DD4103410F6,FUND_0075,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,5371210.000000,5371210.000000,3346375.000000,3861279.000000,0.000000,0.000000,0.6230206974,0.7188843855,1.3419050828,,0.0249477217,3552376.680000,161136.300000,133855.000000,161259.759840,96531.975000,42628.520160,16113.630000,2685.605000,3861279.000000,0.0792767900,0.2038617761,209274178.385130,2009,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_6C4646D7759C99896527,FUND_0076,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,190288799.313802,186483023.327526,175213292.254565,59106790.502589,3805775.986276,0.000000,0.9395669865,0.3169553424,1.2565223288,,0.0191079031,54378247.262382,5594490.699826,7008531.690183,4678386.298449,1477669.762565,652538.967149,570866.397941,95144.399657,59106790.502589,0.1129603203,0.2038617761,190288799.313802,2007,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
