standardized_fund_name,a_manager_name,a_source,b_manager_name,b_source,final_manager_name,final_source
"Edison Venture Fund VII, L.P.",Edison Partners,WEB_MANAGER: https://www.edisonpartners.com/blog/edison-vii-raises-249-million | Edison Venture Fund VII is a 2010 vintage later-stage venture capital fund managed by Edison Partners.,Edison Partners,WEB_MANAGER: https://pitchbook.com/profiles/fund/12742-93F | PitchBook: Edison Venture Fund VII is a 2010 vintage later-stage venture capital fund managed by Edison Partners.,Edison Partners,FAMILY Edison Venture: WEB_MANAGER: https://www.edisonpartners.com/blog/edison-vii-raises-249-million | Edison Venture Fund VII is a 2010 vintage later-stage venture capital fund managed by Edison Partners.
"Edison Venture Fund VIII, L.P.",Edison Partners,WEB_MANAGER: https://www.edisonpartners.com/blog/edison-vii-raises-249-million | Edison Venture Fund VII is a 2010 vintage later-stage venture capital fund managed by Edison Partners.,Edison Ventures,"WEB_MANAGER: https://www.ohiocapitalfund.com/investments | The Ohio Capital Fund portfolio includes underlying funds managed by the following venture capital firms. Lists Edison Venture Fund VIII. Edison Ventures provides capital and value-added services.""Edison Ventures""",Edison Partners,FAMILY Edison Venture: WEB_MANAGER: https://www.edisonpartners.com/blog/edison-vii-raises-249-million | Edison Venture Fund VII is a 2010 vintage later-stage venture capital fund managed by Edison Partners.
Elevate Capital Fund II,Elevate Capital,"WEB_MANAGER: https://elevate.vc/team/ | For Fund II, Elevate Capital announced a new general partner team alongside founder and managing director Nitin Rai: Jill Nelson, Raghu Raghavan, and Kumar Sripadam.",Elevate Capital,WEB_MANAGER: https://pitchbook.com/profiles/fund/17227-27F | PitchBook: Elevate Capital Fund II is a 2020 vintage early-stage venture capital fund managed by Elevate Capital.,Elevate Capital,WEB_MANAGER: https://pitchbook.com/profiles/fund/17227-27F | PitchBook: Elevate Capital Fund II is a 2020 vintage early-stage venture capital fund managed by Elevate Capital.
Eli Whitney Fund,Connecticut Innovations,WEB_MANAGER: https://unicorn-nest.com/funds/eli-whitney-fund/ | The Eli Whitney Fund is an early stage venture capital fund managed by Connecticut Innovations; Connecticut Innovations Inc is listed as the fund manager.,Connecticut Innovations,WEB_MANAGER: https://ctinnovations.com/learn-about-connecticut-innovations/governance | Connecticut Innovations lists an Eli Whitney Advisory Committee and Eli Whitney Investment Committee.,Connecticut Innovations,WEB_MANAGER: https://unicorn-nest.com/funds/eli-whitney-fund/ | The Eli Whitney Fund is an early stage venture capital fund managed by Connecticut Innovations; Connecticut Innovations Inc is listed as the fund manager.
"Emerging Market Fund, LLC",,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found
EMR Capital Resources Fund II,,,,,EMR Capital,"WEB_MANAGER: https://www.emrcapital.com | EMR Capital's own site names it the Melbourne-based specialist resources private equity manager behind the EMR Capital fund series, including Fund II.  [AUTO: identical]"
EnCap Flatrock Midstream Fund III,,,,,EnCap Flatrock Midstream,"FAMILY EnCap Flatrock: WEB_MANAGER: https://www.efmidstream.com/news/encap-flatrock-midstream-closes-325-billion-fund | EnCap Flatrock Midstream announced the final closing of EnCap Flatrock Midstream Fund IV, L.P. at its $3.25 billion hard cap.  [AUTO: identical]"
EnCap Flatrock Midstream Fund IV,,,,,EnCap Flatrock Midstream,"FAMILY EnCap Flatrock: WEB_MANAGER: https://www.efmidstream.com/news/encap-flatrock-midstream-closes-325-billion-fund | EnCap Flatrock Midstream announced the final closing of EnCap Flatrock Midstream Fund IV, L.P. at its $3.25 billion hard cap.  [AUTO: identical]"
"Endeavour Capital Fund III, L.P.",Endeavour Capital,"WEB_MANAGER: https://www.crunchbase.com/organization/endeavour-capital | Endeavour Capital Fund III is a 2000 vintage buyout fund managed by Endeavour Capital, a private equity firm founded in 1991.",,,Endeavour Capital,"WEB_MANAGER: https://www.crunchbase.com/organization/endeavour-capital | Endeavour Capital Fund III is a 2000 vintage buyout fund managed by Endeavour Capital, a private equity firm founded in 1991."
Endless Fund IV A LP,,,,,Endless LLP,WEB_MANAGER: https://www.privateequityinternational.com/endless-closes-fund-iv-on-525m | Private Equity International reported Endless LLP closed its Fund IV at GBP 525 million.  [AUTO: identical]
EnerVest Energy Institutional Fund XIV,,,,,"EnerVest, Ltd.","FAMILY EnerVest: WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/0001698990/000119312518211420/d730769ddefm14a.htm | The managing general partner of EnerVest Energy Institutional Fund XIV-A, L.P. is EVFA GP XIV, LLC, whose sole member is EnerVest, Ltd., a Texas limited partnership.  [AUTO: identical]"
"EnerVest Energy Institutional Fund XIV-A, L.P.",,,,,"EnerVest, Ltd.","FAMILY EnerVest: WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/0001698990/000119312518211420/d730769ddefm14a.htm | The managing general partner of EnerVest Energy Institutional Fund XIV-A, L.P. is EVFA GP XIV, LLC, whose sole member is EnerVest, Ltd., a Texas limited partnership.  [AUTO: identical]"
"EnerVest Fund XIV, L.P.",,,,,"EnerVest, Ltd.","FAMILY EnerVest: WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/0001698990/000119312518211420/d730769ddefm14a.htm | The managing general partner of EnerVest Energy Institutional Fund XIV-A, L.P. is EVFA GP XIV, LLC, whose sole member is EnerVest, Ltd., a Texas limited partnership.  [AUTO: identical]"
"Enlightened Hospitality Investments, L.P.",Union Square Hospitality Group,WEB_MANAGER: https://www.fsrmagazine.com/feature/danny-meyers-enlightened-hospitality-investments-raises-332-million/ | Enlightened Hospitality Investments is the strategic investment platform within Danny Meyer's Union Square Hospitality Group.,Enlightened Hospitality Investments,WEB_MANAGER: https://pitchbook.com/profiles/fund/15673-51F | PitchBook: Enlightened Hospitality Investments is a 2017 vintage growth fund managed by Enlightened Hospitality Investments.,Enlightened Hospitality Investments,WEB_MANAGER: https://www.prnewswire.com/news-releases/enlightened-hospitality-investments-closes-second-fund-above-300m-target-301456773.html | Enlightened Hospitality Investments (EHI) is a strategic investment manager affiliated with Danny Meyer's Union Square Hospitality Group.
"Epic Venture Fund IV, L.P.",EPIC Ventures,WEB_MANAGER: https://www.epicvc.com/uofuventures | EPIC Ventures is a Salt Lake City based early-stage VC firm.,EPIC Ventures,WEB_MANAGER: https://pitchbook.com/profiles/fund/11715-49F | PitchBook: EPIC Venture Fund IV is a 2008 vintage early stage venture capital fund managed by EPIC Ventures.,EPIC Ventures,FAMILY Epic Ventures: WEB_MANAGER: https://pitchbook.com/profiles/fund/11715-49F | PitchBook: EPIC Venture Fund IV is a 2008 vintage early stage venture capital fund managed by EPIC Ventures.
"Epic Venture Fund V, L.P.",EPIC Ventures,WEB_MANAGER: https://www.epicvc.com/uofuventures | EPIC Ventures is a Salt Lake City based early-stage VC firm.,EPIC Ventures,WEB_MANAGER: https://pitchbook.com/profiles/fund/13932-91F | PitchBook: EPIC Venture Fund V is a 2016 vintage early stage venture capital fund managed by EPIC Ventures.,EPIC Ventures,FAMILY Epic Ventures: WEB_MANAGER: https://pitchbook.com/profiles/fund/11715-49F | PitchBook: EPIC Venture Fund IV is a 2008 vintage early stage venture capital fund managed by EPIC Ventures.
"Epic Ventures VI, L.P.",EPIC Ventures,WEB_MANAGER: https://www.epicvc.com/uofuventures | EPIC Ventures is a Salt Lake City based early-stage VC firm.,,,EPIC Ventures,FAMILY Epic Ventures: WEB_MANAGER: https://pitchbook.com/profiles/fund/11715-49F | PitchBook: EPIC Venture Fund IV is a 2008 vintage early stage venture capital fund managed by EPIC Ventures.
EQT Infrastructure Fund V,,,,,EQT,"FAMILY EQT: WEB_MANAGER: https://eqtgroup.com/about/current-portfolio/funds/eqt-infrastructure-iv | EQT lists EQT Infrastructure IV among its current funds, and the EQT AB Group comprises entities that act as general partners and fund managers of the EQT funds.  [AUTO: identical]"
EQT Infrastructure Fund V Co-Investment,,,,,EQT,"FAMILY EQT: WEB_MANAGER: https://eqtgroup.com/about/current-portfolio/funds/eqt-infrastructure-iv | EQT lists EQT Infrastructure IV among its current funds, and the EQT AB Group comprises entities that act as general partners and fund managers of the EQT funds.  [AUTO: identical]"
EQT Infrastructure III,,,,,EQT,"FAMILY EQT: WEB_MANAGER: https://eqtgroup.com/about/current-portfolio/funds/eqt-infrastructure-iv | EQT lists EQT Infrastructure IV among its current funds, and the EQT AB Group comprises entities that act as general partners and fund managers of the EQT funds.  [AUTO: identical]"
EQT Infrastructure IV - USD Fund,,,,,EQT,"FAMILY EQT: WEB_MANAGER: https://eqtgroup.com/about/current-portfolio/funds/eqt-infrastructure-iv | EQT lists EQT Infrastructure IV among its current funds, and the EQT AB Group comprises entities that act as general partners and fund managers of the EQT funds.  [AUTO: identical]"
EQT INFRASTRUCTURE IV CO-INVESTMENT A SCSP,,,,,EQT,"FAMILY EQT: WEB_MANAGER: https://eqtgroup.com/about/current-portfolio/funds/eqt-infrastructure-iv | EQT lists EQT Infrastructure IV among its current funds, and the EQT AB Group comprises entities that act as general partners and fund managers of the EQT funds.  [AUTO: identical]"
EQT IX (No.2) EUR SCSp,,,,,EQT,"FAMILY EQT: WEB_MANAGER: https://eqtgroup.com/about/current-portfolio/funds/eqt-infrastructure-iv | EQT lists EQT Infrastructure IV among its current funds, and the EQT AB Group comprises entities that act as general partners and fund managers of the EQT funds.  [AUTO: identical]"
EQT VII (No.1) Limited Partnership,,,,,EQT,"FAMILY EQT: WEB_MANAGER: https://eqtgroup.com/about/current-portfolio/funds/eqt-infrastructure-iv | EQT lists EQT Infrastructure IV among its current funds, and the EQT AB Group comprises entities that act as general partners and fund managers of the EQT funds.  [AUTO: identical]"
EQT VIII (No.1) SCSp,,,,,EQT,"FAMILY EQT: WEB_MANAGER: https://eqtgroup.com/about/current-portfolio/funds/eqt-infrastructure-iv | EQT lists EQT Infrastructure IV among its current funds, and the EQT AB Group comprises entities that act as general partners and fund managers of the EQT funds.  [AUTO: identical]"
EQT VIII (No.2) SCSp,,,,,EQT,"FAMILY EQT: WEB_MANAGER: https://eqtgroup.com/about/current-portfolio/funds/eqt-infrastructure-iv | EQT lists EQT Infrastructure IV among its current funds, and the EQT AB Group comprises entities that act as general partners and fund managers of the EQT funds.  [AUTO: identical]"
"Equistone Partners Europe Fund IV ""E"" L.P.",,,,,Equistone Partners Europe Limited,"WEB_MANAGER: https://aum13f.com/fund/equistone-partners-europe-fund-iv-c-lp | AUM 13F lists Equistone Partners Europe Limited as the firm, with Equistone General Partner IV LP as director, for the parallel Equistone Partners Europe Fund IV vehicles.  [AUTO: Equistone Partners Europe = Equistone Partners Europe Limited]"
ESCALATE CAPITAL I LP,,,,,Escalate Capital Partners,WEB_MANAGER: https://escalatecapital.com | Escalate Capital Partners' own site names it the Austin-based firm behind the Escalate Capital fund series.  [AUTO: identical]
Eurazeo Capital Secondary Fund 2025 SCSp,,,,,Eurazeo,"WEB_MANAGER: https://www.northdata.com/Eurazeo%20Funds%20Management%20Luxembourg,%20Luxembourg/B221406 | Luxembourg company registry records show Eurazeo Capital Secondary Fund 2025 GP is an Eurazeo-affiliated general partner entity.  [AUTO: identical]"
Europe Fund III,,,,,,SOURCE_REVIEW: manager not printed in SRC058; manager field intentionally blank
European Investors Global REIT,,,,,European Investors,WEB_MANAGER: https://www.reit.com/investing/investing-tools/global-funds | Nareit's global funds directory lists European Investors as manager of the EII Global Property Fund.  [AUTO: identical]
"Exeter Industrial Value Fund II, L.P.",Exeter Property Group,"WEB_MANAGER: https://www.pa.gov/content/dam/copapwp-pagov/en/psers/documents/board3/resolutions/2019/res-48.pdf | The Exeter Industrial Value Fund is sponsored by Exeter Property Group LLC, with the General Partner being Exeter Property Group V, L.P.",,,Exeter Property Group,"WEB_MANAGER: https://www.pa.gov/content/dam/copapwp-pagov/en/psers/documents/board3/resolutions/2019/res-48.pdf | The Exeter Industrial Value Fund is sponsored by Exeter Property Group LLC, with the General Partner being Exeter Property Group V, L.P."
"Fidelity Government Portfolio, Class I",,,,,Fidelity Management & Research Company LLC,WEB_MANAGER: https://institutional.fidelity.com/app/proxy/content?literatureURL=%2FB-CFG1-I-SUM.PDF | Fidelity's own fund summary states Fidelity Management & Research Company LLC (FMR) is the fund's manager.  [AUTO: Fidelity Management & Research Company LLC = Fidelity]
Fifth Cinven Fund (No.3) Limited Partnership,,,,,Cinven Capital Management (V) Limited Partnership Incorporated,"WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1668397/000156459016027424/medp-ex103_272.htm | An SEC exhibit shows Fifth Cinven Fund (No. 3) Limited Partnership signing by its general partner, Cinven Capital Management (V) Limited Partnership Incorporated.  [AUTO: Cinven = Cinven Capital Management (V) Limited Partnership Incorporated]"
"Fillmore West Fund, L.P.",,WEB_MANAGER: no public manager match found,,,"Fillmore Capital Partners, LLC","WEB_MANAGER: https://www.pa.gov/content/dam/copapwp-pagov/en/psers/documents/board3/resolutions/2007/fin_fillmore.pdf | The Fund is being formed by Fillmore Capital Partners, LLC (""FCP"") as the successor to Fillmore East Fund, L.P.  [AUTO: identical]"
Five Arrows Florence Continuation Fund SCSp,,,,,Five Arrows Managers SA,"WEB_MANAGER: https://www.northdata.com/Five+Arrows+Florence+Continuation+Fund+Partners+SCSp,+Luxembourg/B266769 | Registration publication of 22 April 2022 lists General partner: Five Arrows Managers SA.  [AUTO: identical]"
"Five Point Energy Fund I, L.P.",,,,,Five Point Energy LLC,FAMILY Five Point Energy: WEB_MANAGER: https://www.9at.com/Adviser/801-80993/FIVE-POINT-ENERGY-LLC | Five Point Energy Fund III LP is one of the private equity funds for which Five Point Energy LLC provides discretionary investment advisory and management services.
"Five Point Energy Fund II, L.P.",,,,,Five Point Energy LLC,FAMILY Five Point Energy: WEB_MANAGER: https://www.9at.com/Adviser/801-80993/FIVE-POINT-ENERGY-LLC | Five Point Energy Fund III LP is one of the private equity funds for which Five Point Energy LLC provides discretionary investment advisory and management services.
