lookup_key,lookup_kind,member_count,member_funds,a_manager_name,a_source,b_manager_name,b_source,final_manager_name,final_source
Seven Peaks Ventures,family,2,"Seven Peaks Ventures Fund II, L.P. | Seven Peaks Ventures Fund, L.P.",,,,,Seven Peaks Ventures,"WEB_MANAGER: https://www.geekwire.com/2018/seven-peaks-ventures-raises-28m-fund-will-invest-25-early-stage-startups-across-pacific-northwest/ | Dino Vendetti is the general partner and founder of Seven Peaks Ventures, a Bend-based venture capital fund launched in 2013."
Sheridan Production Partners,family,3,Sheridan Production Partners I-B | Sheridan Production Partners II-B | Sheridan Production Partners III-B,,"WEB_MANAGER: https://adviserinfo.sec.gov/firm/summary/156935 | Sheridan Production Partners' vintages are advised by separately SEC-registered entities named by vintage (Sheridan Production Partners Manager, LLC; Manager III, LLC), so members likely have different managers; needs adjudicator split.",Sheridan Production Partners,WEB_MANAGER: https://pitchbook.com/profiles/fund/12937-33F | Sheridan Production Partners II is an oil and gas fund managed by Sheridan Production Partners.,Sheridan Production Partners,WEB_MANAGER: https://pitchbook.com/profiles/fund/12937-33F | Sheridan Production Partners II is an oil and gas fund managed by Sheridan Production Partners.  [AUTO: one-sided]
Silver Lake Partners,family,2,"Silver Lake Partners III, L.P. | Silver Lake Partners V, L.P.","Silver Lake Technology Management, L.L.C.","WEB_MANAGER: https://adviserinfo.sec.gov/firm/summary/161206 | Silver Lake Technology Management, L.L.C. is the SEC-registered investment adviser to Silver Lake's private equity funds, an American global private equity firm founded in 1999.",Silver Lake,WEB_MANAGER: https://pitchbook.com/profiles/fund/14818-42F | Silver Lake Partners V is a 2017 vintage buyout fund managed by Silver Lake.,"Silver Lake Technology Management, L.L.C.","WEB_MANAGER: https://adviserinfo.sec.gov/firm/summary/161206 | Silver Lake Technology Management, L.L.C. is the SEC-registered investment adviser to Silver Lake's private equity funds, an American global private equity firm founded in 1999.  [AUTO: Silver Lake Technology Management, L.L.C. = Silver Lake]"
Silverpeak,family,3,"Silverpeak Legacy Pension Partners II, L.P. | Silverpeak Legacy Pension Partners III, L.P. | Silverpeak Legacy/PSERS, L.P.",,,,,Silverpeak Real Estate Partners,WEB_MANAGER: https://www.silverpeak.com/strategies/real-estate-equity/ | Silverpeak Real Estate Partners LP serves as the general partner managing the Silverpeak Legacy Pension Partners funds.
Solamere,family,2,"Solamere Capital AF V, LP | Solamere Series IV Leaders Fund, LP","Solamere Capital, LLC","WEB_MANAGER: https://hedgefunddb.com/Home/FundDetails/801-73829/SOLAMERE-CAPITAL--LLC | Solamere Capital, LLC, founded in 2008, is a registered investment adviser providing discretionary advisory services to Solamere's private investment fund partnerships and LLCs.",Solamere Capital,"WEB_MANAGER: https://www.solamerecapital.com/about/ | Solamere Capital is a multi-strategy private equity investment firm founded in 2008 by Tagg Romney, Eric Scheuermann, and Spencer Zwick.","Solamere Capital, LLC","WEB_MANAGER: https://hedgefunddb.com/Home/FundDetails/801-73829/SOLAMERE-CAPITAL--LLC | Solamere Capital, LLC, founded in 2008, is a registered investment adviser providing discretionary advisory services to Solamere's private investment fund partnerships and LLCs.  [AUTO: Solamere Capital, LLC = Solamere Capital]"
Sorenson Capital,family,3,"Sorenson Capital Partners II Cont. Vehicle | Sorenson Capital Partners III, L.P. | Sorenson Capital Partners IV-B, L.P.",,,,,Sorenson Capital,WEB_MANAGER: https://pitchbook.com/profiles/fund/12628-81F | Sorenson Capital Partners II is a 2008 vintage fund managed by Sorenson Capital.
Sprott,family,2,Sprott Streaming & Royalty Fund | Sprott Streaming & Royalty Fund Co-Investment Side Car,Sprott Resource Streaming and Royalty Corp.,WEB_MANAGER: https://sprott.com/investor-relations/press-releases/sprott-private-resource-streaming-and-royalty-fund-completes-final-closing/ | Sprott Resource Streaming and Royalty Corp. is the general partner of the Sprott Private Resource Streaming and Royalty Fund.,Sprott Resource Streaming and Royalty Corp.,WEB_MANAGER: https://sprott.com/investor-relations/press-releases/sprott-private-resource-streaming-and-royalty-fund-completes-final-closing/ | Sprott Resource Streaming and Royalty Corp. is the general partner of the Fund.,Sprott Resource Streaming and Royalty Corp.,WEB_MANAGER: https://sprott.com/investor-relations/press-releases/sprott-private-resource-streaming-and-royalty-fund-completes-final-closing/ | Sprott Resource Streaming and Royalty Corp. is the general partner of the Sprott Private Resource Streaming and Royalty Fund.  [AUTO: identical]
Starwood,family,4,"Starwood Cap Hospitality Fd II Global LP | Starwood Capital Hospitality Fund I-2 | Starwood Energy Infrastructure Fund III | Starwood Real Estate Income Trust, Inc.",,,,,"Starwood REIT Advisors, L.L.C.","WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1711929/000119312517374850/d415140ds11a.htm | SEC S-11/A: We are externally managed by our advisor, Starwood REIT Advisors, L.L.C."
Stockbridge,family,4,"Stockbridge Real Estate Fund II - Senior Note | Stockbridge Real Estate Fund II, LP | Stockbridge Real Estate Fund III, LP | Stockbridge Real Estate Fund, L.P.",,,,,Stockbridge Capital Group,"WEB_MANAGER: https://stockbridge.com/about/ | Stockbridge Capital Group provides investment advisory and supervisory services to Stockbridge Real Estate Fund, LP, and manages Stockbridge Real Estate Fund II and III."
Stonepeak,family,8,Stonepeak Core Fund (A) | Stonepeak Global Renewables Fund | Stonepeak Infrastructure Fund | Stonepeak Infrastructure Fund II | Stonepeak Infrastructure Fund II (AIV II Claremont) | Stonepeak Infrastructure Fund III | Stonepeak Infrastructure Fund IV LP | Stonepeak Trail Blazer Investment Partners,Stonepeak Partners LP,"WEB_MANAGER: https://en.wikipedia.org/wiki/Stonepeak | Stonepeak Partners LLC serves as general partner of the adviser, Stonepeak Partners LP, the investment adviser across Stonepeak's infrastructure fund series.",Stonepeak Partners LP,WEB_MANAGER: https://pitchbook.com/profiles/fund/17074-36F | Stonepeak Infrastructure Fund IV is an infrastructure core plus fund managed by Stonepeak Partners LP.,Stonepeak Partners LP,"WEB_MANAGER: https://en.wikipedia.org/wiki/Stonepeak | Stonepeak Partners LLC serves as general partner of the adviser, Stonepeak Partners LP, the investment adviser across Stonepeak's infrastructure fund series.  [AUTO: identical]"
Summit Partners,family,2,"Summit Partners Growth Equity Fund VIII-B, L.P. | Summit Partners Private Equity Fund VII-A, L.P.",Summit Partners,"WEB_MANAGER: https://www.summitpartners.com/news/summit-partners-closes-two-equity-funds-with-combined-3-22-billion-of-commitments | Summit Partners Growth Equity Fund VIII is a fund managed by Summit Partners, with the general partner as one of the fund's largest investors.",Summit Partners,WEB_MANAGER: https://pitchbook.com/profiles/fund/13000-60F | Summit Partners Growth Equity Fund VIII is a 2012 vintage private equity growth and expansion fund managed by Summit Partners.,Summit Partners,"WEB_MANAGER: https://www.summitpartners.com/news/summit-partners-closes-two-equity-funds-with-combined-3-22-billion-of-commitments | Summit Partners Growth Equity Fund VIII is a fund managed by Summit Partners, with the general partner as one of the fund's largest investors.  [AUTO: identical]"
Sun Capital Partners,family,2,"Sun Capital Partners IV, LP | Sun Capital Partners V, L.P.","Sun Capital Partners, Inc.","WEB_MANAGER: https://suncappart.com/team/ | Sun Capital Partners, Inc., based in Boca Raton, Florida, is led by Co-CEOs Rodger Krouse and Marc Leder and manages the Sun Capital Partners numbered fund series.","Sun Capital Advisors, L.P.","WEB_MANAGER: https://radientanalytics.com/firm/adv/sun-capital-advisors-l-p-155109 | Sun Capital Advisors, L.P., a Delaware limited partnership, is a registered investment adviser and the management company of Sun Capital Partners.","Sun Capital Advisors, L.P.","WEB_MANAGER: https://radientanalytics.com/firm/adv/sun-capital-advisors-l-p-155109 | Sun Capital Advisors, L.P., a Delaware limited partnership, is a registered investment adviser and the management company of Sun Capital Partners."
TA,family,7,"TA Atlantic and Pacific VI L.P. | TA Select Opportunities Fund II-A, L.P. | TA Select Opportunities Fund-A, L.P. | TA XI, L.P. | TA XII-A, L.P. | TA XIV-B, L.P. | TA XV-B, L.P.","TA Associates Management, L.P.","WEB_MANAGER: https://media.regcompliancewatch.com/uploads/rcw/media/260681/TA_AssociatesADV2012.PDF | TA Associates Management, L.P. is the general partner of each of the affiliated Fund GPs that serve as general partners of the TA numbered funds.","TA Associates Management, L.P.","WEB_MANAGER: https://radientanalytics.com/firm/adv/ta-associates-156699 | TA Associates Management, L.P. (the ""Manager"") provides investment advice to pooled investment vehicles (""Funds"") focused primarily on the acquisition, management, and disposition of investments in private middle-market growth companies globally.","TA Associates Management, L.P.","WEB_MANAGER: https://media.regcompliancewatch.com/uploads/rcw/media/260681/TA_AssociatesADV2012.PDF | TA Associates Management, L.P. is the general partner of each of the affiliated Fund GPs that serve as general partners of the TA numbered funds.  [AUTO: identical]"
TEAKWOOD CAPITAL,family,2,TEAKWOOD CAPITAL III (CO-INVESTMENT) LP | TEAKWOOD CAPITAL III LP,Teakwood Management LLC,"WEB_MANAGER: https://aum13f.com/firm/teakwood-management-llc | Teakwood Management LLC (SEC # 801-79756), based in Dallas, is the registered investment adviser to the Teakwood Capital fund series.",Teakwood Capital,"WEB_MANAGER: https://teakwoodcapital.com | Teakwood Capital is a Dallas, Texas private equity firm.",Teakwood Management LLC,"WEB_MANAGER: https://aum13f.com/firm/teakwood-management-llc | Teakwood Management LLC (SEC # 801-79756), based in Dallas, is the registered investment adviser to the Teakwood Capital fund series."
TPG,family,6,"TPG Asia VI, L.P. | TPG Growth III (A), L.P. | TPG Partners VI, L.P. | TPG Partners VII, L.P. | TPG Partners VIII, L.P. | TPG Real Estate Partners III, L.P.","TPG Capital Advisors, LLC","WEB_MANAGER: https://aum13f.com/fund/tpg-partners-viii-lp | TPG Partners VIII LP and TPG Partners VII LP were raised by TPG Capital Advisors LLC, the adviser to TPG's flagship buyout funds.",TPG,"WEB_MANAGER: https://www.tpg.com/news-and-insights/tpg-closes-tpg-partners-vii-105-billion | Leading global alternative asset firm TPG today announced the final close of its latest North American- and European-focused private equity fund, TPG Partners VII.","TPG Capital Advisors, LLC","WEB_MANAGER: https://aum13f.com/fund/tpg-partners-viii-lp | TPG Partners VIII LP and TPG Partners VII LP were raised by TPG Capital Advisors LLC, the adviser to TPG's flagship buyout funds.  [AUTO: TPG Capital Advisors, LLC = TPG]"
Talmage,family,2,"Talmage Separate Account | Talmage Total Return Partners, LLC","Talmage, LLC","WEB_MANAGER: https://www.bloomberg.com/profile/company/0755213D:US | Talmage LLC has been investing in and advising on commercial real estate fixed-income assets, including CMBS and mezzanine loans, through commingled funds and separate accounts since 2003.",Talmage,WEB_MANAGER: https://pitchbook.com/profiles/fund/14701-15F | Talmage Total Return Partners is a real estate debt fund managed by Talmage.,"Talmage, LLC","WEB_MANAGER: https://www.bloomberg.com/profile/company/0755213D:US | Talmage LLC has been investing in and advising on commercial real estate fixed-income assets, including CMBS and mezzanine loans, through commingled funds and separate accounts since 2003.  [AUTO: Talmage, LLC = Talmage]"
Taurus Mining Finance,family,3,Taurus Mining Finance Annex Fund | Taurus Mining Finance Fund | Taurus Mining Finance Fund II,Taurus Funds Management Pty Ltd,"WEB_MANAGER: https://www.bloomberg.com/profile/company/0668465D:AU | Taurus Mining Finance Fund is a 2015-vintage metals and mining fund managed by Taurus Funds Management, an Australian fund manager specializing in small and micro-cap mining investments.",Taurus Funds Management,WEB_MANAGER: https://pitchbook.com/profiles/fund/14580-73F | Taurus Mining Finance Fund is a 2015 vintage metals and mining fund managed by Taurus Funds Management.,Taurus Funds Management Pty Ltd,"WEB_MANAGER: https://www.bloomberg.com/profile/company/0668465D:AU | Taurus Mining Finance Fund is a 2015-vintage metals and mining fund managed by Taurus Funds Management, an Australian fund manager specializing in small and micro-cap mining investments.  [AUTO: Taurus Funds Management Pty Ltd = Taurus Funds Management]"
Thoma Bravo,family,3,"Thoma Bravo Explore Fund II-A, L.P. | Thoma Bravo Fund XII, L.P. | Thoma Bravo Fund XV-A, L.P.","Thoma Bravo, L.P.","WEB_MANAGER: https://hedgefunddb.com/Home/FundDetails/801-73780/THOMA-BRAVO-LP | Thoma Bravo, L.P. serves as the general partner and fund manager for Thoma Bravo's numbered software-focused private equity funds.",Thoma Bravo,"WEB_MANAGER: https://www.thomabravo.com/press-releases/thoma-bravo-completes-32.4-billion-fundraise | Thoma Bravo, a leading software investment firm, today announced the completion of fundraising for its buyout funds totaling more than $32.4 billion in capital commitments: Thoma Bravo Fund XV, a $24.3 billion fund, Thoma Bravo Discover Fund IV, a $6.2 billion fund and Thoma Bravo Explore Fund II, a $1.8 billion fund.","Thoma Bravo, L.P.","WEB_MANAGER: https://hedgefunddb.com/Home/FundDetails/801-73780/THOMA-BRAVO-LP | Thoma Bravo, L.P. serves as the general partner and fund manager for Thoma Bravo's numbered software-focused private equity funds.  [AUTO: Thoma Bravo, L.P. = Thoma Bravo]"
Thomas H. Lee,family,4,"Thomas H. Lee Equity Fund VII, L.P. | Thomas H. Lee Equity Fund VIII, L.P. | Thomas H. Lee Parallel (Cayman) Fund VII, L.P. | Thomas H. Lee Parallel Fund VIII, L.P.","Thomas H. Lee Partners, L.P.","WEB_MANAGER: https://pitchbook.com/profiles/fund/16116-58F | Thomas H. Lee Equity Fund VIII is a buyout fund managed by Thomas H. Lee Partners, L.P., with THL Equity Advisors VIII, LLC as the fund's formal general partner.","Thomas H. Lee Partners, L.P.","WEB_MANAGER: https://thl.com/articles/thomas-h-lee-partners-closes-5-6-billion-flagship-private-equity-fund | Thomas H. Lee Partners, L.P. (""THL"") is a premier private equity firm investing in middle-market growth companies exclusively in three sectors: Financial Services, Healthcare and Technology & Business Solutions.","Thomas H. Lee Partners, L.P.","WEB_MANAGER: https://pitchbook.com/profiles/fund/16116-58F | Thomas H. Lee Equity Fund VIII is a buyout fund managed by Thomas H. Lee Partners, L.P., with THL Equity Advisors VIII, LLC as the fund's formal general partner.  [AUTO: identical]"
